MW,LogP,HBD,HBA,TPSA,RotatableBonds,AromaticRings,AliphaticRings,Heteroatoms,HeavyAtoms,FractionCSP3,MolMR,BertzCT,Chi0v,Rings,Lipinski_MW,Lipinski_LogP,Lipinski_HBD,Lipinski_HBA,Target,log_Target
361.4270000000001,3.365420000000001,1,8,98.98,8,3,0,9,25,0.375,93.2257,789.0880167434833,14.876172326287707,3,0,0,0,0,150.0,5.0106352940962555
423.34000000000015,4.275200000000003,1,4,50.8,7,2,1,7,28,0.38095238095238093,111.87920000000004,774.3753617988572,17.301188145583204,3,0,0,0,0,9.0,2.1972245773362196
266.388,3.5328000000000026,1,2,15.27,4,2,1,2,20,0.3333333333333333,85.84170000000005,520.2559230541013,12.101549654949705,3,0,0,0,0,10.47,2.3485140248824456
280.415,3.8750000000000027,0,2,6.48,4,2,1,2,21,0.3684210526315789,90.46900000000007,546.9922350998436,13.048763250449664,3,0,0,0,0,13.49,2.6019486702196644
330.4920000000002,3.9165000000000028,0,2,26.3,4,1,2,3,24,0.6666666666666666,96.70840000000007,536.6608594529229,15.46201631024745,3,0,0,0,0,35.0,3.5553480614894135
378.40400000000005,2.6813000000000002,3,6,90.9,6,3,0,9,26,0.23529411764705882,96.24820000000001,955.4245210458218,14.608878071884632,3,0,0,0,0,9.0,2.1972245773362196
249.29500000000004,1.4646000000000001,2,4,85.08,3,2,0,6,17,0.0,65.89990000000002,569.6952539542382,9.684607470525908,2,0,0,0,0,3.0,1.0986122886681098
526.4860000000003,4.540600000000004,1,5,78.95,6,2,2,10,34,0.4583333333333333,133.87749999999997,1036.4720882698164,21.157415784877507,4,1,0,0,0,3.0,1.0986122886681098
462.37700000000024,4.108800000000002,3,4,77.59,7,3,1,8,31,0.34782608695652173,123.19070000000002,1009.4492764706705,18.494853988998553,4,0,0,0,0,3.0,1.0986122886681098
307.434,2.3933999999999997,2,4,50.72,11,1,1,4,22,0.6666666666666666,88.32950000000005,396.5514164194121,13.754909529060901,2,0,0,0,0,3.0,1.0986122886681098
370.587,5.885600000000005,0,4,6.48,4,2,2,4,25,0.42857142857142855,110.68000000000005,726.5682114170601,16.70535977441939,4,0,1,0,0,50.0,3.912023005428146
518.4860000000002,-1.4091999999999985,5,14,235.96999999999997,8,2,1,18,34,0.3125,112.89300000000001,1273.743384141566,19.031581071664604,3,1,0,0,1,7.94,2.0719132752590443
492.66000000000025,3.766200000000002,5,5,101.82000000000001,10,2,4,6,36,0.5666666666666667,139.34980000000002,1020.1738237273396,21.249160119104722,6,0,0,0,0,129.0,4.859812404361672
474.9880000000003,6.1996000000000056,2,3,79.28999999999999,5,3,4,6,34,0.39285714285714285,132.0865,1251.351994597089,19.645417620347043,7,0,1,0,0,33.0,3.4965075614664802
289.298,2.39128,1,5,83.60000000000001,3,3,0,6,22,0.0,80.46920000000001,791.9798000695978,11.470605364359956,3,0,0,0,0,6.31,1.8421356765531218
237.69400000000005,1.1354000000000004,2,5,79.99999999999999,1,1,1,6,16,0.2,66.63780000000001,431.611044134908,9.516986089854939,2,0,0,0,0,3.31,1.1969481893889715
263.36999999999995,1.5939999999999999,2,6,80.0,2,1,1,6,18,0.3333333333333333,78.02580000000002,483.27452492699314,11.53048727302922,2,0,0,0,0,11.48,2.4406063908914204
169.56699999999998,1.7745,1,2,46.0,0,2,0,4,11,0.0,41.8447,426.48019072799804,6.182440807524286,2,0,0,0,0,30.13,3.40552135314221
523.5930000000003,4.705220000000004,2,7,105.68,8,4,1,9,39,0.2,149.36539999999977,1398.3806097280406,21.59307162294283,5,1,0,0,0,7.0,1.9459101490553132
479.60200000000015,3.4593000000000016,5,7,106.60999999999999,11,4,0,8,34,0.2692307692307692,135.6237,1245.4380679475776,19.822055510337858,4,0,0,0,0,62.0,4.127134385045092
479.60200000000015,3.4593000000000007,5,7,106.60999999999999,11,4,0,8,34,0.2692307692307692,135.6237,1262.6880679475776,19.822055510337858,4,0,0,0,0,35.0,3.5553480614894135
493.62900000000013,3.8015000000000017,4,7,97.82,11,4,0,8,35,0.2962962962962963,140.251,1295.1200984192294,20.769269105837814,4,0,0,0,0,45.0,3.8066624897703196
484.02100000000013,4.1041000000000025,5,6,97.38000000000001,10,4,0,8,33,0.24,134.08169999999996,1246.5149775087993,19.547700638901677,4,0,0,0,0,47.0,3.8501476017100584
493.62900000000013,3.849400000000002,5,7,106.60999999999999,12,4,0,8,35,0.2962962962962963,140.2407,1278.8898692092032,20.529162291524404,4,0,0,0,0,44.0,3.784189633918261
419.7370000000001,4.583180000000002,1,5,75.00999999999999,6,2,0,11,28,0.23529411764705882,88.53020000000001,847.6369282350397,14.61295473351231,2,0,0,0,0,150.0,5.0106352940962555
268.272,2.864600000000001,1,4,68.27000000000001,4,3,0,5,20,0.06666666666666667,71.81720000000001,665.9237174230685,10.57521767078473,3,0,0,0,0,70.79,4.259717747786098
479.36400000000026,3.0984000000000007,3,6,99.58999999999997,6,3,1,10,32,0.36363636363636365,123.91420000000002,1110.390977617262,18.77296560577275,4,0,0,0,0,3.0,1.0986122886681098
338.41400000000004,2.0576,3,8,104.03999999999999,6,3,0,9,22,0.3076923076923077,86.47520000000002,777.167692274161,13.331241749342379,3,0,0,0,0,8.28,2.1138429683971682
371.39700000000016,1.5560999999999994,3,7,136.12,8,3,0,9,27,0.3333333333333333,99.84790000000004,990.5404844954644,14.935884505272291,3,0,0,0,0,3.0,1.0986122886681098
315.333,0.7752999999999998,2,7,108.05,6,3,0,8,23,0.26666666666666666,85.47610000000003,827.5959685641888,12.651807616588863,3,0,0,0,0,3.0,1.0986122886681098
367.85400000000004,3.4068200000000024,0,4,63.68,6,2,0,7,24,0.23529411764705882,93.79580000000003,786.1868843873883,14.971860763664786,2,0,0,0,0,94.0,4.543294782270004
481.33599999999996,4.756400000000003,1,3,57.61,5,2,0,14,31,0.29411764705882354,89.47760000000001,933.5643230315079,15.740608104295456,2,0,0,0,0,3.0,1.0986122886681098
292.316,1.6064000000000005,3,4,95.5,4,2,0,7,20,0.0,72.94520000000003,668.5779864213871,11.09285576098977,2,0,0,0,0,12.0,2.4849066497880004
491.7460000000001,5.406800000000003,1,4,58.64,7,2,0,12,29,0.29411764705882354,107.77350000000003,921.0133235647947,18.233241922715088,2,0,1,0,0,14.13,2.6483001966964363
285.2269999999999,2.332,1,5,64.63000000000001,1,1,2,8,19,0.09090909090909091,61.751700000000014,596.4643673737444,9.923068056024,3,0,0,0,0,19.5,2.970414465569701
285.32800000000003,2.9576200000000017,2,5,75.11,2,3,0,6,20,0.07142857142857142,78.21200000000002,757.3375762788098,11.438735563493085,3,0,0,0,0,5.0,1.6094379124341003
404.5580000000002,3.9395200000000026,1,4,44.269999999999996,4,3,2,5,30,0.48,121.88070000000006,1029.0856010718337,17.887352799538924,5,0,0,0,0,24.0,3.1780538303479458
496.6200000000002,6.062000000000006,0,6,44.0,6,3,1,9,33,0.5,128.52700000000004,1236.1461459344105,20.50104923599555,4,0,1,0,0,7.0,1.9459101490553132
366.2180000000001,4.555600000000002,1,4,50.940000000000005,2,4,0,5,23,0.0,93.66580000000002,954.279618375499,13.603668355209651,4,0,0,0,0,60.26,4.098668533702155
249.3789999999999,3.253000000000002,0,2,20.310000000000002,1,1,2,3,17,0.6428571428571429,70.71550000000003,401.6728428799962,11.021518057223966,3,0,0,0,0,117.49,4.766353223579481
406.5190000000001,2.975100000000001,3,9,101.78999999999999,5,3,1,9,29,0.3,116.94610000000003,1018.4321427211677,17.1759913195857,4,0,0,0,0,17.78,2.8780742300857587
242.274,3.6670000000000016,1,2,46.53,4,2,0,3,18,0.13333333333333333,69.00880000000004,522.7443909592532,10.037212868323945,2,0,0,0,0,10.23,2.325324579963535
364.42300000000006,3.036500000000001,3,5,118.71999999999998,8,2,0,8,25,0.23529411764705882,94.68820000000004,817.8420742491606,14.545074125823652,2,0,0,0,0,4.0,1.3862943611198906
481.5930000000002,3.6323000000000016,5,6,97.38000000000001,11,4,0,8,34,0.2692307692307692,133.89669999999995,1262.6880679475776,19.49887847406977,4,0,0,0,0,17.0,2.833213344056216
493.62900000000013,3.501800000000001,5,7,106.60999999999999,12,4,0,8,35,0.2962962962962963,140.4907,1278.8898692092032,20.529162291524404,4,0,0,0,0,19.0,2.9444389791664403
532.4930000000002,4.800000000000003,5,6,97.38000000000001,11,4,0,9,35,0.2692307692307692,143.95869999999982,1289.3735907208095,21.31135056992628,4,1,0,0,0,63.0,4.143134726391533
498.0480000000002,4.146600000000003,5,6,97.38000000000001,11,4,0,8,34,0.2692307692307692,138.9486999999999,1262.6880679475776,20.254807420088223,4,0,0,0,0,19.0,2.9444389791664403
529.5620000000001,2.780300000000002,0,8,98.44999999999999,4,3,1,13,35,0.4090909090909091,125.65130000000003,1507.5591364418633,20.681443871324376,4,1,0,0,0,6.0,1.791759469228055
308.3330000000001,3.609600000000003,1,4,67.50999999999999,4,3,0,4,23,0.15789473684210525,87.73180000000005,894.2196704605889,12.652567939974356,3,0,0,0,0,5.25,1.6582280766035324
401.8900000000001,4.520300000000003,3,3,86.63000000000001,5,2,1,6,28,0.36363636363636365,108.83230000000006,844.0920742491605,16.336016543588542,3,0,0,0,0,3.0,1.0986122886681098
372.4460000000001,3.8934000000000024,1,6,69.68,7,3,0,7,26,0.2631578947368421,102.66870000000004,891.5423521693492,15.683266806257851,3,0,0,0,0,104.71,4.651194624299371
381.4870000000002,3.414900000000002,0,3,29.54,4,1,2,6,27,0.6666666666666666,100.50440000000006,615.2619736352973,16.587808582576233,3,0,0,0,0,41.0,3.713572066704308
236.27800000000005,3.215300000000001,2,3,53.6,3,3,0,4,18,0.0,71.54340000000003,602.8054766285617,9.667929882896177,3,0,0,0,0,119.0,4.77912349311153
248.285,3.4871000000000016,1,2,41.99,2,3,0,3,19,0.0,76.13820000000004,702.9496490802591,10.206314847049708,3,0,0,0,0,60.26,4.098668533702155
333.3950000000001,4.704640000000004,1,5,71.64000000000001,4,3,0,6,25,0.15789473684210525,97.69520000000004,918.7162986263197,14.39325509517033,3,0,0,0,0,4.0,1.3862943611198906
490.9150000000002,3.974400000000003,2,6,101.24000000000001,9,3,0,10,34,0.25,123.90500000000003,1120.4450100011309,19.505486277628577,3,0,0,0,0,48.0,3.871201010907891
412.5150000000001,2.883700000000001,1,6,88.17999999999999,4,3,2,8,29,0.42857142857142855,112.70750000000004,1147.7214034347182,17.368116319543173,5,0,0,0,0,7.41,2.0028304393079956
398.48800000000006,2.4952000000000005,1,6,88.17999999999999,4,3,2,8,28,0.4,108.11250000000003,1109.8096335720898,16.497872831540096,5,0,0,0,0,11.22,2.4176979000945504
412.51500000000016,2.8036200000000013,1,6,88.18,4,3,2,8,29,0.42857142857142855,112.84950000000003,1155.968733906619,17.420522562350467,5,0,0,0,0,5.75,1.749199854809259
380.8310000000001,4.776220000000003,1,4,64.35,4,4,0,6,27,0.14285714285714285,106.21480000000001,1167.8064424360193,15.617939721158839,4,0,0,0,0,3.0,1.0986122886681098
354.446,4.610000000000003,1,3,71.44,8,1,1,4,26,0.4090909090909091,100.99180000000007,752.4878662320311,15.671593987962044,2,0,0,0,0,3.0,1.0986122886681098
360.39400000000006,4.206480000000001,3,5,97.10999999999999,2,4,0,6,26,0.0,101.36230000000002,1201.8562239470289,14.170786371061961,4,0,0,0,0,3.0,1.0986122886681098
414.89300000000003,2.5203999999999995,2,5,96.85,4,2,4,8,29,0.5238095238095238,108.40290000000002,1018.6470645565138,16.744264834052405,6,0,0,0,0,83.83,4.428790938649766
388.308,3.621520000000002,1,4,63.24,5,2,0,7,21,0.21428571428571427,88.49750000000003,720.9037328946092,14.51651080380955,2,0,0,0,0,46.77,3.845241971737795
438.93300000000016,2.4510000000000005,1,5,87.15,8,2,1,9,29,0.35,110.49860000000004,903.765601275144,17.401821860597437,3,0,0,0,0,5.0,1.6094379124341003
436.9610000000001,3.0032000000000023,1,4,77.92000000000002,7,2,1,8,29,0.38095238095238093,113.30260000000004,927.2585335893709,17.863817058136654,3,0,0,0,0,3.0,1.0986122886681098
311.345,1.7686199999999999,1,6,81.92999999999999,4,3,0,7,23,0.25,85.46970000000003,845.6008560663521,13.199209090062238,3,0,0,0,0,7.08,1.9572739077056285
453.3700000000003,3.2280000000000006,3,5,90.48,8,2,2,9,30,0.5238095238095238,115.45470000000003,838.6733068513232,18.124230339302727,4,0,0,0,0,9.0,2.1972245773362196
366.8080000000001,2.885620000000001,1,5,72.68,3,4,0,7,26,0.10526315789473684,101.24170000000001,1190.4963141974597,14.695289990348465,4,0,0,0,0,3.0,1.0986122886681098
395.0580000000001,3.3811999999999998,2,5,90.71,1,3,0,7,20,0.0,86.99380000000001,774.2376386017163,13.31101469507512,3,0,0,0,0,21.88,3.0855729775537806
470.6130000000003,6.331020000000006,2,5,57.86,7,4,1,5,35,0.3333333333333333,141.3875999999999,1242.3898692092034,20.41191666422851,5,0,1,0,0,38.02,3.6381123370602833
549.1230000000003,4.148600000000002,3,7,111.72,8,3,5,10,39,0.6206896551724138,150.8105999999998,1268.0275556068023,23.089399995933455,8,1,0,0,0,15.0,2.70805020110221
482.6710000000002,5.375400000000005,3,7,74.61000000000001,13,4,0,7,33,0.34615384615384615,139.93629999999985,1138.1002593702026,20.25949227313248,4,0,1,0,0,36.0,3.58351893845611
513.6130000000003,4.690700000000004,2,4,65.04,4,3,2,7,38,0.3225806451612903,145.7504999999998,1280.360134140363,21.438996565400505,5,1,0,0,0,50.12,3.9144201300278674
201.22899999999998,1.7343999999999997,1,4,61.03,2,2,0,4,15,0.09090909090909091,58.432400000000015,437.850419055168,8.344127365791161,2,0,0,0,0,41.0,3.713572066704308
373.43000000000006,3.184140000000001,1,5,85.60000000000001,5,3,0,7,26,0.21052631578947367,97.49360000000004,1082.5138922422714,15.500723889760888,3,0,0,0,0,3.0,1.0986122886681098
381.8120000000001,3.659620000000002,1,4,76.37,4,3,0,8,25,0.11764705882352941,91.17260000000005,1049.418956725621,14.604333491333934,3,0,0,0,0,3.0,1.0986122886681098
456.9290000000002,2.8920199999999996,2,6,122.54,6,3,0,11,29,0.16666666666666666,109.68110000000004,1280.6105540310475,17.76761047064402,3,0,0,0,0,3.0,1.0986122886681098
377.84900000000016,3.828940000000003,1,4,76.37,4,3,0,7,25,0.16666666666666666,95.95160000000006,1049.4189567256212,15.226369018324707,3,0,0,0,0,7.0,1.9459101490553132
420.8740000000002,3.4789200000000013,2,5,105.47000000000001,5,3,0,9,28,0.15789473684210525,105.51830000000005,1156.9965176096628,16.634617308788567,3,0,0,0,0,3.0,1.0986122886681098
429.6040000000001,5.406500000000006,1,3,40.54,2,1,4,3,32,0.5517241379310345,129.4318,1049.4957957654171,19.87122510328662,5,0,1,0,0,79.0,4.3694478524670215
625.6670000000001,5.811400000000005,0,7,80.56,9,4,1,12,45,0.3939393939393939,161.75899999999962,1660.444256133876,25.350621439509638,5,1,1,0,0,21.38,3.062455905596899
278.399,3.917520000000003,0,2,16.130000000000003,4,2,1,2,21,0.3157894736842105,88.16900000000005,583.6952539542382,12.62611351963929,3,0,0,0,0,8.0,2.0794415416798357
393.4430000000002,3.405100000000002,1,7,74.73000000000002,10,3,0,7,29,0.2727272727272727,111.93970000000004,970.9851365505617,16.474649631118567,3,0,0,0,0,18.62,2.924236271848921
440.4630000000001,4.028600000000002,2,7,118.81,7,5,0,9,33,0.125,122.01299999999999,1388.7525360152272,17.764844677386456,5,0,0,0,0,3.0,1.0986122886681098
478.6240000000002,4.735000000000003,1,8,76.88,6,4,1,9,32,0.13043478260869565,131.16569999999996,1279.130177173667,19.304545286247897,5,0,0,0,0,150.0,5.0106352940962555
423.90400000000017,3.6560200000000025,1,6,81.39999999999999,5,3,1,8,30,0.2727272727272727,115.78070000000004,1085.5670363202428,17.77226009784534,4,0,0,0,0,14.13,2.6483001966964363
423.90400000000017,3.6560200000000025,1,6,81.39999999999999,5,3,1,8,30,0.2727272727272727,115.78070000000004,1085.5670363202428,17.77226009784534,4,0,0,0,0,11.48,2.4406063908914204
435.3510000000001,3.895900000000003,1,3,60.85000000000001,6,2,1,7,29,0.36363636363636365,114.39980000000003,852.1070908879403,17.787367046119257,3,0,0,0,0,3.0,1.0986122886681098
451.35000000000025,3.7322000000000024,1,4,70.08,7,2,1,8,30,0.36363636363636365,116.19080000000002,867.411365745857,18.19561533658312,3,0,0,0,0,3.0,1.0986122886681098
465.3770000000001,4.120700000000002,1,4,70.08,7,2,1,8,31,0.391304347826087,120.78580000000005,898.1355961289707,19.065858824586197,3,0,0,0,0,3.0,1.0986122886681098
414.93300000000016,3.6326000000000027,1,3,60.85000000000001,7,2,1,6,29,0.391304347826087,114.00680000000004,826.3717448584684,17.43793067746775,3,0,0,0,0,3.0,1.0986122886681098
430.9320000000002,3.4673000000000025,1,4,70.08,7,2,1,7,30,0.391304347826087,115.77580000000005,844.8619783901038,18.009315674748144,3,0,0,0,0,3.0,1.0986122886681098
451.35000000000025,3.7322000000000024,1,4,70.08,7,2,1,8,30,0.36363636363636365,116.19080000000002,884.6613657458569,18.19561533658312,3,0,0,0,0,7.0,1.9459101490553132
434.8950000000002,3.217900000000002,1,4,70.08,7,2,1,8,30,0.36363636363636365,111.13880000000005,867.411365745857,17.439686390564667,3,0,0,0,0,3.0,1.0986122886681098
416.9050000000002,3.078800000000002,1,4,70.08,7,2,1,7,29,0.36363636363636365,111.18080000000003,826.3717448584684,17.139072186745064,3,0,0,0,0,3.0,1.0986122886681098
451.35000000000025,3.7322000000000024,1,4,70.08,7,2,1,8,30,0.36363636363636365,116.19080000000002,884.6613657458569,18.195615336583124,3,0,0,0,0,3.0,1.0986122886681098
272.28900000000004,1.6318999999999997,2,5,87.74,2,3,0,7,19,0.0,72.43090000000001,766.4084548320135,10.39977025845699,3,0,0,0,0,3.0,1.0986122886681098
497.49600000000027,6.2336000000000045,0,6,69.63,4,4,3,10,36,0.38461538461538464,122.19100000000002,1354.0392552459766,19.517617000636847,7,0,1,0,0,3.0,1.0986122886681098
460.64400000000035,4.970340000000005,2,5,93.09,6,2,1,8,32,0.5833333333333334,127.45670000000005,1022.6933037539087,20.84355245485358,3,0,0,0,0,33.0,3.4965075614664802
381.44000000000017,2.0690999999999997,4,5,110.96000000000001,5,3,2,9,28,0.42105263157894735,104.94780000000003,953.0080059620292,15.494636181681566,5,0,0,0,0,8.32,2.1186622548331173
432.59000000000026,4.190140000000003,2,5,93.09,6,2,1,8,30,0.5454545454545454,118.22270000000005,993.2259888620639,19.429338892480487,3,0,0,0,0,11.0,2.3978952727983707
337.38300000000004,2.65864,0,7,77.17,5,3,1,7,25,0.3333333333333333,92.43800000000003,811.2346875717611,14.215336786314543,4,0,0,0,0,26.33,3.270708973508218
459.5470000000002,3.6800200000000025,2,6,105.97999999999999,6,3,0,10,32,0.3181818181818182,119.68770000000008,1171.4193938554845,19.365247424998913,3,0,0,0,0,3.0,1.0986122886681098
527.484,5.517700000000004,1,4,39.6,6,3,1,11,37,0.34615384615384615,122.63380000000005,1129.4004547575616,19.528099341269606,4,1,1,0,0,48.98,3.891412051524022
477.43200000000024,5.380300000000005,1,4,53.010000000000005,7,2,2,7,32,0.48,129.27080000000004,870.7543718350818,19.69314444005507,4,0,1,0,0,3.0,1.0986122886681098
493.43100000000027,5.216600000000006,1,5,62.24000000000001,8,2,2,8,33,0.48,131.06180000000003,903.3855961289709,20.101392730518935,4,0,1,0,0,8.5,2.1400661634962708
477.43200000000024,5.380300000000006,1,4,53.010000000000005,7,2,2,7,32,0.48,129.27080000000004,888.0043718350817,19.69314444005507,4,0,1,0,0,3.0,1.0986122886681098
477.43200000000024,5.380300000000005,1,4,53.010000000000005,7,2,2,7,32,0.48,129.27080000000004,888.0043718350817,19.69314444005507,4,0,1,0,0,3.0,1.0986122886681098
493.43100000000027,5.216600000000006,1,5,62.24000000000001,8,2,2,8,33,0.48,131.06180000000003,903.3855961289709,20.101392730518935,4,0,1,0,0,12.0,2.4849066497880004
463.4050000000002,5.451400000000006,1,4,53.010000000000005,6,2,2,7,31,0.4583333333333333,124.89030000000005,872.661365745857,18.986037658868522,4,0,1,0,0,8.0,2.0794415416798357
463.4050000000002,5.451400000000006,1,4,53.010000000000005,6,2,2,7,31,0.4583333333333333,124.89030000000005,872.661365745857,18.986037658868526,4,0,1,0,0,6.0,1.791759469228055
