MW,LogP,HBD,HBA,TPSA,RotatableBonds,AromaticRings,AliphaticRings,Heteroatoms,HeavyAtoms,FractionCSP3,MolMR,BertzCT,Chi0v,Rings,Lipinski_MW,Lipinski_LogP,Lipinski_HBD,Lipinski_HBA,Target,log_Target
470.60400000000016,4.780900000000005,1,3,43.78,3,2,2,6,34,0.5357142857142857,129.1618,992.078985537998,20.762448378003896,4,0,0,0,0,25.12,3.223664341599998
232.35200000000003,3.840930000000002,2,1,31.58,2,2,0,3,16,0.3076923076923077,69.41040000000002,537.1611080349379,10.611496217339718,2,0,0,0,0,25.7,3.246490991901174
406.482,3.738000000000002,3,5,75.74000000000001,10,4,0,6,30,0.25,118.66520000000004,1081.5498260684137,16.92858882191325,4,0,0,0,0,26.3,3.269568939183719
366.84400000000005,5.603200000000005,1,2,46.53,7,3,0,4,26,0.13636363636363635,103.61880000000002,854.2999769010731,14.947127169290523,3,0,1,0,0,13.8,2.624668592163159
366.84400000000005,5.603200000000005,1,2,46.53,7,3,0,4,26,0.13636363636363635,103.61880000000002,854.2999769010731,14.947127169290523,3,0,1,0,0,21.38,3.062455905596899
500.5230000000002,3.4674000000000023,2,7,110.47000000000001,11,3,0,10,36,0.3076923076923077,129.60800000000003,1152.2863531472458,20.486947930251304,3,1,0,0,0,34.5,3.5409593240373143
490.9150000000002,3.974400000000003,2,6,101.24000000000001,9,3,0,10,34,0.25,123.90500000000003,1120.4450100011309,19.505486277628577,3,0,0,0,0,59.0,4.07753744390572
470.4970000000002,3.6294200000000023,2,6,101.24000000000001,9,3,0,9,34,0.28,123.63200000000002,1120.4450100011309,19.371592858600895,3,0,0,0,0,87.0,4.465908118654584
486.4960000000002,2.813300000000001,3,7,121.47,10,3,0,10,35,0.28,124.81780000000002,1136.3499356131108,19.5259132352874,3,0,0,0,0,8.0,2.0794415416798357
515.6610000000005,2.3271800000000002,1,8,123.47,5,2,3,11,35,0.5833333333333334,132.6915,1255.0252538373163,21.329156444452064,5,1,0,0,0,3.0,1.0986122886681098
387.5090000000001,1.7704799999999996,1,6,89.33,4,1,3,8,27,0.6842105263157895,102.07570000000005,697.7194982153751,16.21056472294313,4,0,0,0,0,36.31,3.5920931854262443
412.5190000000002,1.6421599999999998,1,7,113.12,4,1,3,9,29,0.65,106.79070000000004,835.3348821540519,17.080428049253463,4,0,0,0,0,5.25,1.6582280766035324
443.6170000000003,3.0679800000000013,1,6,89.33,4,1,3,8,31,0.7391304347826086,120.77570000000006,835.3348821540519,19.633214453753496,4,0,0,0,0,150.0,5.0106352940962555
354.4580000000001,3.2021000000000015,3,7,87.89,8,3,0,7,26,0.42105263157894735,104.26420000000005,815.8705251533216,15.476190474576443,3,0,0,0,0,107.15,4.674229721919586
266.659,2.3648,1,2,56.040000000000006,2,2,0,6,18,0.0,64.76520000000002,559.0922237419177,9.817019952791975,2,0,0,0,0,149.0,5.003946305945459
656.6149999999998,6.6058000000000066,2,8,112.16000000000001,15,3,1,13,45,0.375,180.14039999999957,1447.8633454105563,27.542260892416902,4,1,1,0,0,39.81,3.684118137012226
382.26800000000014,4.334400000000003,1,3,57.61,3,2,1,7,24,0.17647058823529413,95.69630000000002,747.8627076208168,14.684064954457405,3,0,0,0,0,15.49,2.740194654428777
490.60800000000046,3.4620200000000017,2,9,86.22,7,3,2,9,36,0.4074074074074074,142.98549999999986,1104.199948162554,20.982541338123404,5,0,0,0,0,31.62,3.453789831781326
540.6690000000003,2.2473999999999994,5,10,163.68,9,3,1,12,39,0.5555555555555556,149.14839999999987,1211.1519540446207,23.203622104449128,4,1,0,0,0,26.92,3.2928695047765273
419.7370000000001,4.583180000000002,1,5,75.00999999999999,6,2,0,11,28,0.23529411764705882,88.53020000000001,847.6369282350397,14.61295473351231,2,0,0,0,0,150.0,5.0106352940962555
